epoch,accuracy,loss,val_accuracy,val_loss
0,0.5690608024597168,0.6879723072052002,0.6888889074325562,0.5814485549926758
1,0.7513812184333801,0.5211999416351318,0.800000011920929,0.48273685574531555
2,0.8674033284187317,0.4388248920440674,0.8222222328186035,0.42502450942993164
3,0.8508287072181702,0.40202608704566956,0.8222222328186035,0.39428842067718506
4,0.8618784546852112,0.34915003180503845,0.8222222328186035,0.3786837160587311
5,0.8784530162811279,0.3085467219352722,0.8444444537162781,0.360037237405777
6,0.90055251121521,0.29224029183387756,0.8444444537162781,0.34055641293525696
7,0.8839778900146484,0.28907299041748047,0.8444444537162781,0.3374042510986328
8,0.8950276374816895,0.28831106424331665,0.8444444537162781,0.3443062901496887
9,0.9447513818740845,0.24117553234100342,0.8444444537162781,0.33792242407798767
10,0.9226519465446472,0.2495153844356537,0.8444444537162781,0.3288721740245819
11,0.9171270728111267,0.2447555959224701,0.8444444537162781,0.31487274169921875
12,0.9060773253440857,0.22938242554664612,0.8666666746139526,0.3150186836719513
13,0.9116021990776062,0.212665393948555,0.8666666746139526,0.3077166676521301
14,0.8950276374816895,0.22823652625083923,0.8666666746139526,0.2995491921901703
15,0.9116021990776062,0.2099427878856659,0.8666666746139526,0.3062860369682312
16,0.9337016344070435,0.20479716360569,0.8666666746139526,0.3040049970149994
17,0.9337016344070435,0.19726577401161194,0.8666666746139526,0.30754509568214417
18,0.9116021990776062,0.20828436315059662,0.8444444537162781,0.3147466778755188
19,0.9226519465446472,0.1936880648136139,0.8444444537162781,0.3049420118331909
